M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
632365827	ethynyl 2-oxopropanoate	YSLDWCWLMSOCGG	CC(=O)C(=O)OC#C	C5H4O3	0.0		
632377151	ethynyl 2-hydroxypropanoate	DAFSUFDUVCBHIF	CC(C(=O)OC#C)O	C5H6O3	0.0		
632411205	sulfo 2-oxopropanoate	AEFFPZKPYVRVGS	CC(=O)C(=O)OS(=O)(=O)O	C3H4O6S	0.0		
632731808	ethynyl dihydrogen phosphate	QYWNISAWTPXDQH	C#COP(=O)(O)O	C2H3O4P	0.0		
632894380	carbamoyl carboxy carbonate	YGWGSADOHNSHNJ	NC(=O)OC(=O)OC(=O)O	C3H3NO6	0.0		
633301182	(3-amino-3-oxopropyl)carbamic acid	NOQUUGGQOULQHP	NC(=O)CCNC(=O)O	C4H8N2O3	0.0		
633476700	[(2S,3R)-1,2,3,4-tetrahydroxybutyl] dihydrogen phosphate	YZXAJXHTEVZWPS	OCC(C(C(OP(=O)(O)O)O)O)O	C4H11O8P	0.0		
633563130	acetyl prop-2-ynoate	SRMRQDBLAZAZTQ	CC(=O)OC(=O)C#C	C5H4O3	0.0		
633891246	4-[(E)-3-aminoallyl]phenol	BINXAVFDVDYZCX	NC=CCc1ccc(cc1)O	C9H11NO	0.0		
633946175	3-formyloxy-3-oxopropanoic acid	VKZBSWMOOPPKED	O=COC(=O)CC(=O)O	C4H4O5	0.0		
634560919	1-oxopropan-2-yl dihydrogen phosphate	HCAHEDHRPHMTSH	O=CC(OP(=O)(O)O)C	C3H7O5P	0.0		
634982228	4-hydroxyhexane-2,3-dione	OJVDBUYNRYWCNL	CCC(C(=O)C(=O)C)O	C6H10O3	0.0		
635651153	formyl 2-oxobutanoate	HUKHMFRIWNGYDA	CCC(=O)C(=O)OC=O	C5H6O4	0.0		
635724596	2-[carboxyoxy(hydroxy)phosphoryl]oxyprop-2-enoic acid	ANNPBCKIEPMISF	OC(=O)OP(=O)(OC(=C)C(=O)O)O	C4H5O8P	0.0		
636156033	3-aminopropanoylcarbamic acid	SAEYAKARYQGPGH	NCCC(=O)NC(=O)O	C4H8N2O3	0.0		
636288400	[[(2R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)-2-oxolanyl]methoxy-hydroxyphosphoryl] [hydroxy-[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxyphosphoryl]oxyphosphoryl] hydrogen phosphate	DZSVMXSESYEOLG	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O)O)O)O)O)O)O)OC(C1O)n1cnc2c1[nH]cnc2=O	C10H18N4O23P6	0.0		
636430293	1-(dihydroxyamino)-2-phenylethanol	IISSEWHALWLUNL	OC(N(O)O)Cc1ccccc1	C8H11NO3	0.0		
636642403	3-amino-2,3-dihydroxypropanoic acid	DOSYKEYIYOJLLX	NC(C(C(=O)O)O)O	C3H7NO4	0.0		
636863349	3-oxopropanoyl 2-oxopropanoate	JKRMDEXCQCJFBZ	O=CCC(=O)OC(=O)C(=O)C	C6H6O5	0.0		
636875375	sulfuric acid (1-amino-1-oxopropan-2-yl) ester	TXLSXPRRSKMEFY	NC(=O)C(OS(=O)(=O)O)C	C3H7NO5S	0.0		
636987713	(2S)-1,2-diaminopropane-1,3-diol	ALACSAJWGVPUFC	OCC(C(O)N)N	C3H10N2O2	0.0		
637084018	5-amino-2-hydroxy-4-oxopentanoic acid	VGICVXCJKXJIFU	NCC(=O)CC(C(=O)O)O	C5H9NO4	0.0		
637370417	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 5-oxopentanethioate	SFYONTYJOQERKL	O=CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H42N7O18P3S	0.0		
637382932	(Z)-4-amino-2-hydroxy-2-butenoic acid	JFGDCPUUADRXDS	NCC=C(C(=O)O)O	C4H7NO3	0.0		
637609899	1,2,3-trihydroxypropyl dihydrogen phosphate	BSXLHHJRURZNIU	OCC(C(OP(=O)(O)O)O)O	C3H9O7P	0.0		
637712580	2-[[(E)-3-phenylprop-2-enoyl]amino]prop-2-enoic acid	HTESWKXTNUXIMM	O=C(NC(=C)C(=O)O)C=Cc1ccccc1	C12H11NO3	0.0		
637783112	[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxy-phosphoryl] [hydroxy(phosphonooxy)phosphoryl] phosphate	IXRVHFYIZPNSPW	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(O)O)O)O)OP(=O)(OP(=O)(O)O)O)OC(C1O)n1cnc2c1ncnc2N	C10H19N5O22P6	0.0		
637890016	2-formyliminoacetic acid	ZVFODDCTDNZAOR	O=CN=CC(=O)O	C3H3NO3	0.0		
637967454	(4-hydroxybenzoyl) 2-aminobenzoate	DQJVUVULYIKDSH	Oc1ccc(cc1)C(=O)OC(=O)c1ccccc1N	C14H11NO4	0.0		
638090201	(2S,3S)-2-amino-3-hydroxy-4-oxobutanoic acid	LRHFAIBMHJARNQ	O=CC(C(C(=O)O)N)O	C4H7NO4	0.0		
638107189	2-formylbut-3-enoic acid	DFFZDRZVWPHGSJ	C=CC(C(=O)O)C=O	C5H6O3	0.0		
638135430	3-oxo-2-(trimethylammonio)propanoate	ZEPYOCUPQYNIJS	O=CC([N+](C)(C)C)C(=O)[O-]	C6H11NO3	0.0		
638433351	(4-hydroxyphenyl) prop-2-ynoate	SUQLRJPSKZHOKS	C#CC(=O)Oc1ccc(cc1)O	C9H6O3	0.0		
638484273	3,4,4-trihydroxybut-3-enoic acid	YIQNYFOZNUPETC	OC(=O)CC(=C(O)O)O	C4H6O5	0.0		
638553475	1,1,2,3-tetrahydroxypropyl dihydrogen phosphate	NZCRNQCMLCJWSG	OCC(C(OP(=O)(O)O)(O)O)O	C3H9O8P	0.0		
638611246	1,2-diammonioethyl phosphate	WPSDGDJAMDTYKH	[NH3+]CC(OP(=O)([O-])[O-])[NH3+]	C2H9N2O4P	0.0		
638926327	(2-hydroxyacetyl) 2-oxopropanoate	ASYAFRSUXYDQJA	OCC(=O)OC(=O)C(=O)C	C5H6O5	0.0		
639026597	2-oxopropanoyl 2-oxobutanoate	VSVRBLUFTHYDQU	CCC(=O)C(=O)OC(=O)C(=O)C	C7H8O5	0.0		
639205144	3-amino-2,3-dioxopropanoic acid	WBHSUSSIPGDBEC	O=C(C(=O)O)C(=O)N	C3H3NO4	0.0		
639281031	(2S,3S,4S)-2,3,4-trihydroxy-5-oxohexanal	MKKWPESNDMZCAX	O=CC(C(C(C(=O)C)O)O)O	C6H10O5	0.0		
639485136	3-amino-2-(carboxyamino)propanoic acid	PXOOMLXWRMIAKM	NCC(C(=O)O)NC(=O)O	C4H8N2O4	0.0		
639539677	2-(hydroxymethyl)-3-oxobutanoic acid	ISMQTZHDOHOVBT	OCC(C(=O)O)C(=O)C	C5H8O4	0.0		
639870781	[(2S)-2-aminopropanoyl] (2S)-2-amino-3-[(2S)-2-aminopropanoyl]oxy-propanoate	FECJYRADRDRMQI	NC(C(=O)OC(=O)C(N)C)COC(=O)C(N)C	C9H17N3O5	0.0		
639938970	prop-2-enoyl 2-oxopropanoate	IODOMIXZCNIUFU	C=CC(=O)OC(=O)C(=O)C	C6H6O4	0.0		
639995012	(Z)-1-butene-1,2,3,4-tetrol	SGQVXUFMUFDFRB	OCC(C(=CO)O)O	C4H8O4	0.0		
640291022	[(E)-2-hydroxyvinyl]urea	JQSQPCDTGVXLAK	NC(=O)NC=CO	C3H6N2O2	0.0		
640313941	2-oxopropanoyl (2S)-2-amino-3-hydroxy-propanoate	OBIZFIFBWLIIMJ	CC(=O)C(=O)OC(=O)C(CO)N	C6H9NO5	0.0		
640518889	[(2R,3S)-1,3,5-trihydroxy-4-oxopentan-2-yl] dihydrogen phosphate	YBPZUTPICHPBKL	OCC(C(C(=O)CO)O)OP(=O)(O)O	C5H11O8P	0.0		
640830943	2,3-diiminopropanoic acid	OYJOOULMVMFTEX	OC(=O)C(=N)C=N	C3H4N2O2	0.0		
640845314	(1,3-dihydroxy-2-oxopropyl) dihydrogen phosphate	FKAANIBOJGTUTD	OCC(=O)C(OP(=O)(O)O)O	C3H7O7P	0.0		
641059951	(2-hydroxyacetyl) 2,3-dihydroxypropanoate	WAEIEBHNJMDGTL	OCC(=O)OC(=O)C(CO)O	C5H8O6	0.0		
641419538	3-hydroxypropaneperoxoic acid	HPIZQAHZLDXVRM	OCCC(=O)OO	C3H6O4	0.0		
641526151	1-hydroxypentane-2,3,4-trione	VDXSBQXUAVNZQR	OCC(=O)C(=O)C(=O)C	C5H6O4	0.0		
641734345	4-pentene-1,2,3,4-tetrol	FFAJYHHWDUFXKM	OCC(C(C(=C)O)O)O	C5H10O4	0.0		
641817948	(Z)-3-amino-1-phenyl-1-propen-2-ol	JYTRSTYAUSXUCT	NCC(=Cc1ccccc1)O	C9H11NO	0.0		
642105713	5-oxopentaneperoxoic acid	NZJGMOOHQWPYOE	O=CCCCC(=O)OO	C5H8O4	0.0		
642592197	1,4-diamino-3-hydroxy-2-butanone	GCKJGOBNIHLMDF	NCC(=O)C(CN)O	C4H10N2O2	0.0		
642686498	3,4,5,5-tetrahydroxy-2-oxolanecarboxylic acid	WBRHWJMQJCEIHF	OC(=O)C1OC(C(C1O)O)(O)O	C5H8O7	0.0		
642894569	(Z)-1,4-diaminobut-1-ene-2,3-diol	MLOPHFFVZIMQGN	NCC(C(=CN)O)O	C4H10N2O2	0.0		
643701526	2-hydroxy-3-(1-hydroxyethyl)butanedioic acid	NKBOZHVACXGTRB	CC(C(C(C(=O)O)O)C(=O)O)O	C6H10O6	0.0		
643720715	[(2R,3S,4S)-3,4-dihydroxy-5-oxo-1-phosphonooxypentan-2-yl] dihydrogen phosphate	YQZKWYPGYBCNQJ	O=CC(C(C(OP(=O)(O)O)COP(=O)(O)O)O)O	C5H12O11P2	0.0		
643906775	(2S)-3-(diformylamino)-2-hydroxypropanoic acid	GZSPICGINUIXOF	O=CN(CC(C(=O)O)O)C=O	C5H7NO5	0.0		
644272810	(Z)-4-aminopent-2-enedioic acid	NPNOHDUGJSMWPD	OC(=O)C=CC(C(=O)O)N	C5H7NO4	0.0		
645338896	3-hydroxy-3-methyl-4-oxobutanoic acid	FNQLMLZGNNKGBP	O=CC(CC(=O)O)(O)C	C5H8O4	0.0		
645535521	3-(1-hydroxyethyl)oxirane-2-carbaldehyde	CFIVDYKJZMGTAH	O=CC1OC1C(O)C	C5H8O3	0.0		
645848647	formyl pent-4-enoate	VSSYEAOCPMPAJW	C=CCCC(=O)OC=O	C6H8O3	0.0		
646211244	(E,4S,5S)-1,4,5-trihydroxyhex-1-en-3-one	WYPSKBTWPVKDBS	OC=CC(=O)C(C(O)C)O	C6H10O4	0.0		
646280975	(E)-3-hydroxy-2-propeneperoxoic acid	OIVZVIVFLRVVBX	OC=CC(=O)OO	C3H4O4	0.0		
646606665	(2S)-2-hydroxy-2-[(2S,3R,4R,5S)-3,4,5-trihydroxy-2-oxolanyl]acetaldehyde	UZZNXCDPXDZIMX	O=CC(C1OC(C(C1O)O)O)O	C6H10O6	0.0		
646726228	4,4-dihydroxy-3-oxobutanoic acid	FNSVXPWVFIJZFZ	OC(=O)CC(=O)C(O)O	C4H6O5	0.0		
646727949	2-hydroxyprop-2-eneperoxoic acid	FYQBPSKHVNMBSS	OOC(=O)C(=C)O	C3H4O4	0.0		
647173618	(E)-2-ureidobut-2-enedioic acid	IFIVSEPPJCDUAQ	NC(=O)NC(=CC(=O)O)C(=O)O	C5H6N2O5	0.0		
647559389	2-(aminomethylamino)butanedioic acid	KIHYQUDGUIZCHM	NCNC(C(=O)O)CC(=O)O	C5H10N2O4	0.0		
647645730	formyl 4-oxobutanoate	ZEODQZDSQVDMAM	O=CCCC(=O)OC=O	C5H6O4	0.0		
647736680	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 3,4-dihydroxybutanethioate	BVHGMPGZFKLLFH	OCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O	C25H42N7O19P3S	0.0		
648032977	1,2,6-triaminohexan-1-ol	OWJRVSWLXFWYLA	NCCCCC(C(O)N)N	C6H17N3O	0.0		
648131294	2-[(1R)-1,2,3-trihydroxypropoxy]propanoic acid	YXVMZVHSOYGKPN	OCC(C(OC(C(=O)O)C)O)O	C6H12O6	0.0		
648621922	hydroxymethyl 2-hydroxypropanoate	LEJSOVOPLIRIBV	OCOC(=O)C(O)C	C4H8O4	0.0		
648855766	1-hexene-1,2,3,4,5-pentol	IKCPPWFGBAISBS	OC=C(C(C(C(O)C)O)O)O	C6H12O5	0.0		
649105958	4-[(E)-2-aminovinyl]benzene-1,2-diol	HYDPGTJFOYDKLU	NC=Cc1ccc(c(c1)O)O	C8H9NO2	0.0		
649140488	1-pentene-1,2,3,4-tetrol	CTZDDTSLAYTWIJ	OC=C(C(C(O)C)O)O	C5H10O4	0.0		
649297817	1-(2,3-dioxopropyl)-4-hydroxy-1-cyclohexa-2,5-dienecarboxylic acid	UNKUUNSRJQKUMV	O=CC(=O)CC1(C=CC(C=C1)O)C(=O)O	C10H10O5	0.0		
649383447	2-methyl-3,4-dioxopentanoic acid	YFVYDHBNQLFKTD	CC(=O)C(=O)C(C(=O)O)C	C6H8O4	0.0		
649726568	3-phenylpropane-1,1,2-triol	MBOWLHQGYJNQOH	OC(C(O)O)Cc1ccccc1	C9H12O3	0.0		
650022608	3-amino-3-formyloxypropanoic acid	GMYOIGGYASBDNB	O=COC(CC(=O)O)N	C4H7NO4	0.0		
650560050	6-amino-3,4-dihydroxy-2-hexanone	XTPKNROTKPITEA	CC(=O)C(C(CCN)O)O	C6H13NO3	0.0		
650823048	1-(2-oxiranyl)propane-1,2-dione	ILKNTNGBXXJTQW	CC(=O)C(=O)C1CO1	C5H6O3	0.0		
651611295	3-aminopropanoyl 2-oxopropanoate	UNQIKOULAPIUJR	CC(=O)C(=O)OC(=O)CCN	C6H9NO4	0.0		
651615796	(E)-6-aminohex-2-enal	QTWHEWIAKZQPFP	NCCCC=CC=O	C6H11NO	0.0		
651865112	cyclohex-5-ene-1,2,3,4,5-pentol	GYUTZDAABGNMSE	OC1C=C(O)C(C(C1O)O)O	C6H10O5	0.0		
652552746	(E,1R)-1-amino-3-phenyl-2-propen-1-ol	AFXXKDFPNDBHRH	NC(C=Cc1ccccc1)O	C9H11NO	0.0		
652782274	4-oxo-2-phosphonooxypentanoic acid	GPEJXNFTHGQLGU	CC(=O)CC(C(=O)O)OP(=O)(O)O	C5H9O7P	0.0		
653532476	(2S,4S)-2,4-dihydroxy-3-oxolanone	LGFCIXDZPXGLOF	OC1OCC(C1=O)O	C4H6O4	0.0		
653671471	(3S)-6-amino-3,4,5-trihydroxy-2-hexanone	NEVMZGBEMLARFI	NCC(C(C(C(=O)C)O)O)O	C6H13NO4	0.0		
653695294	(2S)-2-amino-3-hydroxy-5-oxopentanoic acid	YJLHBEWFAGVZAU	O=CCC(C(C(=O)O)N)O	C5H9NO4	0.0		
653695338	3-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid	ZJDFTCVQOGUWHS	OC1CC=NC1C(=O)O	C5H7NO3	0.0		
653706236	4-[2-[[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-2-oxolanyl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethyl-1-oxobutyl]amino]-1-oxopropyl]amino]ethylthio]-3-hydroxy-4-oxobutanoic acid	GRPNDGDHCCDYNK	O=C(NCCSC(=O)C(CC(=O)O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H40N7O20P3S	0.0		
653750968	(4S)-3,4-dihydroxy-5-oxohexanoic acid	WTPFIPNGRMUGLS	OC(=O)CC(C(C(=O)C)O)O	C6H10O5	0.0		
654100087	N-(aminomethyl)-N-(2-hydroxyethyl)formamide	JJDQYGPLTNBDDT	OCCN(C=O)CN	C4H10N2O2	0.0		
655114495	(E)-1,2,4,5-tetrahydroxy-1-penten-3-one	RZNTYEPAXGBXIS	OCC(C(=O)C(=CO)O)O	C5H8O5	0.0		
655115100	(E)-1,2,4,5,6,7-hexahydroxy-1-hepten-3-one	MWAHXQAAOPSLNW	OCC(C(C(C(=O)C(=CO)O)O)O)O	C7H12O7	0.0		
655336093	(Z)-3-hydroxypent-2-enedioic acid	RABOLOMXWDITFP	OC(=O)CC(=CC(=O)O)O	C5H6O5	0.0		
655573381	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-hydroxypent-4-enethioate	BYNZHSKABDLHOC	C=CCC(C(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O	C26H42N7O18P3S	0.0		
656140308	cyclohexa-3,5-diene-1,2,4-triol	SLJVVKBHGAXDME	OC1=CC(C(C=C1)O)O	C6H8O3	0.0		
658125250	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 5-aminopentanethioate	AFWMNYTWSPTXQW	NCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H45N8O17P3S	0.0		
659594604	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-hydroxy-2-phenyl-ethanethioate	SHJSMZQAXRYSOA	O=C(NCCSC(=O)C(c1ccccc1)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C29H42N7O18P3S	0.0		
661118055	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2,3-dihydroxy-3-methyl-butanethioate	FGXNQRDKXWXMAJ	O=C(NCCSC(=O)C(C(O)(C)C)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H44N7O19P3S	0.0		
661122152	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 3-methyl-2-oxo-butanethioate	UDZUZQBNZRNYNA	O=C(NCCSC(=O)C(=O)C(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H42N7O18P3S	0.0		
661184196	aminomethylcarbamic acid	HHFJXGNFTBSDLF	NCNC(=O)O	C2H6N2O2	0.0		
661960156	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-hydroxy-3-methyl-butanethioate	OSGWCUXYFMVTPH	O=C(NCCSC(=O)C(C(C)C)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H44N7O18P3S	0.0		
662247379	[1-(ethylamino)-1-oxopropan-2-yl]carbamic acid	IDKJTORMOYERJR	CCNC(=O)C(NC(=O)O)C	C6H12N2O3	0.0		
662699452	formyl 4-aminobenzoate	JZOYMABRSXSABC	O=COC(=O)c1ccc(cc1)N	C8H7NO3	0.0		
667034166	3,7-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-(3,4,5-trihydroxyphenyl)-1-benzopyran-5-one	LHXUDLPEVTXRNF	OCC1OC(Oc2cc(=O)c3c(c2)oc(c(c3)OC2OC(CO)C(C(C2O)O)O)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C27H30O17	0.0		
667883903	3-oxo-2-phosphonooxybutanoic acid	QCLWQPGIOBJBID	CC(=O)C(C(=O)O)OP(=O)(O)O	C4H7O7P	0.0		
667952426	1-methoxypropane-1,2-diamine	LIIPIUKNISZALN	COC(C(N)C)N	C4H12N2O	0.0		
668285897	6-oxo-1-cyclohex-2-enecarboxylic acid	BAFALZVJIPINIS	OC(=O)C1C=CCCC1=O	C7H8O3	0.0		
668882595	2-amino-2-phenylethane-1,1-diol	IJMRVRIMJYNXPO	NC(c1ccccc1)C(O)O	C8H11NO2	0.0		
669459021	[(3S)-4-amino-3-hydroxy-2-oxobutyl] dihydrogen phosphate	FEINFGLABBDZSF	NCC(C(=O)COP(=O)(O)O)O	C4H10NO6P	0.0		
669656675	1-hydroxy-2-oxo-cyclohexanecarboxylic acid	UQPJIONZGBBUHP	O=C1CCCCC1(O)C(=O)O	C7H10O4	0.0		
669883075	(2R,3R)-3,4-dihydroxy-2-phosphonooxybutanoic acid	KUQYZASAUCKKKQ	OCC(C(C(=O)O)OP(=O)(O)O)O	C4H9O8P	0.0		
670307465	1-(4-aminophenyl)propane-1,2-dione	KUVZFPXJNDHZRE	O=C(c1ccc(cc1)N)C(=O)C	C9H9NO2	0.0		
670395578	2-acetamido-2-butenedioic acid	XLNXXQVRQRKMSI	CC(=O)NC(=CC(=O)O)C(=O)O	C6H7NO5	0.0		
670483424	carboxy 4-hydroxybenzoate	VWSDWIJBILGMPK	OC(=O)OC(=O)c1ccc(cc1)O	C8H6O5	0.0		
670664299	2,2-dihydroxy-4-oxopentanal	YSKGASPFPFIZBD	O=CC(CC(=O)C)(O)O	C5H8O4	0.0		
670831616	(4S)-4-amino-5-(1H-indol-3-yl)pentane-2,3-dione	VUCBTOHXSJXKBV	NC(C(=O)C(=O)C)Cc1c[nH]c2c1cccc2	C13H14N2O2	0.0		
671301583	formyl 2-hydroxybutanoate	XMMOEEMWXUDNBG	CCC(C(=O)OC=O)O	C5H8O4	0.0		
671620245	1-(hydroxyamino)ethane-1,2-diol	MDYACAGFROMEQY	OCC(NO)O	C2H7NO3	0.0		
672984950	[4-(5,7-dihydroxy-4-oxo-3-sulfooxy-chromen-2-yl)-2-sulfooxy-phenyl] hydrogen sulfate	DLAGNCCXHUIJNJ	Oc1cc(O)c2c(c1)oc(c(c2=O)OS(=O)(=O)O)c1ccc(c(c1)OS(=O)(=O)O)OS(=O)(=O)O	C15H10O16S3	0.0		
673250417	(1S)-4-(2-amino-3-hydroxypropyl)-1-cyclohexa-2,4-dienol	PTIBZEFOVBSQDU	OCC(CC1=CCC(C=C1)O)N	C9H15NO2	0.0		
673834827	4,5-dioxohexanal	SAAZJODFFYYZKM	O=CCCC(=O)C(=O)C	C6H8O3	0.0		
674147564	[[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl] [hydroxy-[hydroxy-[hydroxy-[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxyphosphoryl]oxyphosphoryl]oxyphosphoryl]oxyphosphoryl] hydrogen phosphate	ARMNBSGIGPFKNM	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O)O)O)O)O)O)O)O)O)OC(C1O)n1cnc2c1ncnc2N	C10H21N5O28P8	0.0		
674448053	1-aminoprop-2-yn-1-ol	XLLJVACQRNJIMV	NC(C#C)O	C3H5NO	0.0		
674668139	ethynyl carbamate	XXICUIPXLZFKHP	NC(=O)OC#C	C3H3NO2	0.0		
674894690	(4S)-2,4-dihydroxy-3-oxopentanedioic acid	JCEJYBBBTCUBMV	OC(C(=O)C(C(=O)O)O)C(=O)O	C5H6O7	0.0		
675128417	(4S,4aS,6S,12aR)-4-(dimethylamino)-6,10,12a-trihydroxy-6-methyl-1,3,11,12-tetraoxo-4a,5-dihydro-4H-tetracene-2-carboxamide	YBRUBVPJBRCQBB	CN(C1C(=O)C(C(=O)N)C(=O)C2(C1CC1=C(C2=O)C(=O)c2c(C1(C)O)cccc2O)O)C	C22H22N2O8	0.0		
675872012	2-formyl-4-hydroxybutanoic acid	GXOHWXIBBZYQID	OCCC(C(=O)O)C=O	C5H8O4	0.0		
677182402	3,6-dioxohexanoic acid	TWNJAPRLIZAXHA	O=CCCC(=O)CC(=O)O	C6H8O4	0.0		
679221003	3,4-dihydroxycyclohexane-1,2-dione	OQCUIIUXLXBOKD	OC1CCC(=O)C(=O)C1O	C6H8O4	0.0		
679475034	[(2R)-2-hydroxy-2-[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)-2-oxolanyl]ethyl] dihydrogen phosphate	RKCHIPUTSFLEHR	OCC1(O)OC(C(C1O)O)C(COP(=O)(O)O)O	C7H15O10P	0.0		
679678505	(3R,4S,5R,6R)-6-[[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxy]-2-oxanyl]oxymethyl]oxane-2,3,4,5-tetrol	QGEAIAIKGQTYBI	CC1OC(OCC2OC(O)C(C(C2O)O)O)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O	C18H32O14	0.0		
